method,time,memory,ram
input,0.5824229717254639,102170624,0
data_transformation,2.3333613872528076,301228032,0
data_cleaning,2.9611916542053223,305319936,0
EDA,0.26178836822509766,284131328,0
output,0.00035643577575683594,284131328,0
