method,time,memory,ram
load_dataset,2.5303876399993896,286810112,0
split,6.584228515625,26464256,0
groupby,0.17854785919189453,0,0
cast_columns_types,0.07456398010253906,6139904,0
round,0.017930269241333008,6516736,0
cast_columns_types,0.021338224411010742,0,0
change_date_time_format,2.277691125869751,17547264,0
replace,0.07648444175720215,11739136,0
get_columns,0.003290414810180664,516096,0
locate_null_values,0.7021176815032959,64647168,0
is_unique,0.01151895523071289,0,0
is_unique,0.058400630950927734,0,0
