method,time,memory,ram
load_dataset,2.1782965660095215,296493056,0
split,6.1380157470703125,5562368,0
groupby,0.17443037033081055,0,0
cast_columns_types,0.04126787185668945,11227136,0
round,0.0185849666595459,9396224,0
cast_columns_types,0.025646448135375977,0,0
change_date_time_format,2.5108296871185303,19849216,0
replace,0.1327981948852539,11485184,0
get_columns,0.0010292530059814453,0,0
locate_null_values,1.2302227020263672,70017024,0
is_unique,0.014318704605102539,0,0
is_unique,0.1037132740020752,0,0
