method,time,memory,ram
input,0.531367301940918,300507136,0
data_transformation,3.5608484745025635,400347136,0
data_cleaning,0.9427638053894043,580567040,0
EDA,0.5502922534942627,630829056,0
output,0.00046896934509277344,630829056,0
