method,time,memory,ram
input,0.4250516891479492,290336768,0
data_transformation,2.472686529159546,386002944,0
data_cleaning,0.6925311088562012,547151872,0
EDA,0.308990478515625,589287424,0
output,0.00025582313537597656,589287424,0
