method,time,memory,ram
input,2.671604871749878,348852224,0
data_transformation,2.3483526706695557,356564992,0
data_cleaning,0.801743745803833,395952128,0
EDA,1.0475225448608398,429260800,0
output,0.0002872943878173828,429260800,0
