method,time,memory,ram
input,4.656862020492554,350785536,0
data_transformation,3.302354097366333,360706048,0
data_cleaning,1.1263186931610107,400596992,0
EDA,1.3318402767181396,434413568,0
output,0.0002620220184326172,434413568,0
