method,time,memory,ram
input,18.741570711135864,780972032,0
data_transformation,8.439000844955444,958431232,0
data_cleaning,7.016009330749512,1153650688,0
EDA,4.263474941253662,1437650944,0
output,0.9977898597717285,1465761792,0
