method,time,memory,ram
input,0.758263111114502,407396352,0
data_transformation,0.4057297706604004,404602880,0
data_cleaning,5.072387933731079,417079296,0
EDA,4.574190616607666,431316992,0
output,5.584324836730957,417005568,0
