method,time,memory,ram
input,0.5132706165313721,433307648,0
data_transformation,0.5529930591583252,441880576,0
data_cleaning,5.675100326538086,463405056,0
EDA,4.382143497467041,479248384,0
output,5.513127326965332,494112768,0
