method,time,memory,ram
input,21.839227199554443,1027489792,0
data_transformation,2.8054707050323486,1065287680,0
data_cleaning,2.062652826309204,1074716672,0
EDA,13.529352188110352,1829498880,0
output,1.9550626277923584,2103529472,0
