method,time,memory,ram
input,19.540313720703125,987242496,0
data_transformation,2.331284284591675,1165770752,0
data_cleaning,2.5135366916656494,1472544768,0
EDA,11.93467092514038,1974673408,0
output,1.7745723724365234,1977565184,0
