method,time,memory,ram
load_dataset,1.9151520729064941,292069376,0
split,6.260401487350464,21389312,0
groupby,0.14042234420776367,0,0
cast_columns_types,0.05388665199279785,8544256,0
round,0.013337850570678711,8388608,0
cast_columns_types,0.01674652099609375,0,0
change_date_time_format,2.5362000465393066,12771328,0
replace,0.0722496509552002,11485184,0
get_columns,0.0011286735534667969,0,0
locate_null_values,1.2511310577392578,69910528,0
is_unique,0.016535520553588867,0,0
is_unique,0.07447576522827148,0,0
sort,0.15898442268371582,0,0
