method,time,memory,ram
input,2.5962188243865967,196927488,0
data_transformation,4.276429891586304,303255552,0
data_cleaning,9.210838317871094,700579840,0
EDA,12.435484409332275,829304832,0
output,0.003472566604614258,829304832,0
