method,time,memory,ram
input,2.656475782394409,194949120,0
data_transformation,3.4064013957977295,289824768,0
data_cleaning,7.763459205627441,686682112,0
EDA,11.530101537704468,770113536,0
output,0.002230405807495117,770113536,0
